S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102684	ec_ill_ec_contig2	contig_96	99.99		True
45579	45786	916126	916333	ec_ill_ec_contig15	contig_95	100.0		True
unknown
45858	45935	916403	916480	ec_ill_ec_contig15	contig_95	91.03		True
unknown
46115	46271	916651	916807	ec_ill_ec_contig15	contig_95	94.9		True
unknown
46272	46452	916809	916989	ec_ill_ec_contig15	contig_95	93.92		True
unknown
49027	49139	919564	919676	ec_ill_ec_contig15	contig_95	96.46		True
unknown
49912	50893	920605	921586	ec_ill_ec_contig15	contig_95	91.55		True
unknown
71684	73664	939367	941347	ec_ill_ec_contig15	contig_95	90.31		True
unknown
1298	1608	1016864	1016554	ec_ill_ec_contig31	contig_95	90.35		True
unknown
796	896	1017368	1017268	ec_ill_ec_contig31	contig_95	92.08		True
unknown
99644	99961	1033146	1032829	ec_ill_ec_contig15	contig_95	90.57		True
unknown
93664	95357	1039144	1037451	ec_ill_ec_contig15	contig_95	90.64		True
unknown
19621	20960	1042115	1043454	ec_ill_ec_contig31	contig_95	93.96		True
unknown
27838	28179	1057342	1057683	ec_ill_ec_contig31	contig_95	90.35		True
unknown
31018	31102	1061554	1061638	ec_ill_ec_contig31	contig_95	90.59		True
unknown
41809	41924	1072393	1072508	ec_ill_ec_contig31	contig_95	90.52		True
unknown
42253	42511	1072837	1073095	ec_ill_ec_contig31	contig_95	90.35		True
unknown
55554	55739	1086211	1086396	ec_ill_ec_contig31	contig_95	93.01		True
unknown
55748	55874	1086397	1086523	ec_ill_ec_contig31	contig_95	94.49		True
unknown
55892	56136	1086537	1086781	ec_ill_ec_contig31	contig_95	90.2		True
unknown
105372	106355	1161473	1162456	ec_ill_ec_contig1	contig_95	92.48		True
unknown
106393	106638	1162494	1162739	ec_ill_ec_contig1	contig_95	91.06		True
unknown
106642	106890	1162743	1162991	ec_ill_ec_contig1	contig_95	91.57		True
unknown
108405	108815	1164550	1164960	ec_ill_ec_contig1	contig_95	90.51		True
unknown
114716	115256	1170962	1171502	ec_ill_ec_contig1	contig_95	90.94		True
unknown
115257	115411	1171504	1171658	ec_ill_ec_contig1	contig_95	98.71		True
unknown
129412	130496	1178897	1179981	ec_ill_ec_contig1	contig_95	93.0		True
unknown
130706	131910	1180107	1181311	ec_ill_ec_contig1	contig_95	91.54		True
unknown
140227	140904	1186977	1187654	ec_ill_ec_contig1	contig_95	90.12		True
unknown
140905	141053	1187656	1187804	ec_ill_ec_contig1	contig_95	95.3		True
unknown
145292	145372	1200369	1200449	ec_ill_ec_contig1	contig_95	95.06		True
unknown
148687	148796	1203830	1203939	ec_ill_ec_contig1	contig_95	94.55		True
unknown
152040	152141	1207294	1207395	ec_ill_ec_contig1	contig_95	97.06		True
unknown
154127	154373	1210062	1210308	ec_ill_ec_contig1	contig_95	90.28		True
unknown
160941	161578	1216709	1217346	ec_ill_ec_contig1	contig_95	90.13		True
unknown
161832	161998	1217600	1217766	ec_ill_ec_contig1	contig_95	91.02		True
unknown
163622	163712	1219438	1219528	ec_ill_ec_contig1	contig_95	92.31		True
unknown
169482	169576	1225206	1225300	ec_ill_ec_contig1	contig_95	98.95		True
unknown
283638	283990	1287343	1287695	ec_ill_ec_contig1	contig_95	99.43		True
unknown
284003	284079	1287710	1287786	ec_ill_ec_contig1	contig_95	92.21		True
unknown
286020	287883	1289805	1291667	ec_ill_ec_contig1	contig_95	90.75		True
unknown
288592	288667	1292421	1292496	ec_ill_ec_contig1	contig_95	100.0		True
unknown
343503	343978	1327509	1327978	ec_ill_ec_contig1	contig_95	96.02		True
unknown
368109	368357	1339789	1340037	ec_ill_ec_contig1	contig_95	94.38		True
unknown
368359	369004	1340038	1340683	ec_ill_ec_contig1	contig_95	90.56		True
unknown
382269	383360	1354236	1355327	ec_ill_ec_contig1	contig_95	92.12		True
unknown
383367	383637	1355334	1355604	ec_ill_ec_contig1	contig_95	97.05		True
unknown
383639	383986	1355605	1355952	ec_ill_ec_contig1	contig_95	95.98		True
unknown
383997	384593	1355963	1356559	ec_ill_ec_contig1	contig_95	94.47		True
unknown
384680	386085	1356647	1358052	ec_ill_ec_contig1	contig_95	91.25		True
unknown
386091	386811	1358058	1358778	ec_ill_ec_contig1	contig_95	90.85		True
unknown
386900	387024	1358861	1358985	ec_ill_ec_contig1	contig_95	93.6		True
unknown
387025	387333	1358987	1359295	ec_ill_ec_contig1	contig_95	93.53		True
unknown
387334	387454	1359297	1359417	ec_ill_ec_contig1	contig_95	90.08		True
unknown
388971	390170	1360992	1362191	ec_ill_ec_contig1	contig_95	92.83		True
unknown
390178	390843	1362199	1362864	ec_ill_ec_contig1	contig_95	91.89		True
unknown
391159	391485	1363183	1363509	ec_ill_ec_contig1	contig_95	93.58		True
unknown
391510	392687	1363537	1364714	ec_ill_ec_contig1	contig_95	90.58		True
unknown
393355	393766	1365397	1365808	ec_ill_ec_contig1	contig_95	91.99		True
unknown
393774	393896	1365817	1365939	ec_ill_ec_contig1	contig_95	94.31		True
unknown
104315	104431	1366023	1365907	ec_ill_ec_contig16	contig_95	100.0		True
unknown
104079	104151	1366257	1366185	ec_ill_ec_contig16	contig_95	91.78		True
unknown
100493	100595	1367946	1367844	ec_ill_ec_contig16	contig_95	98.06		True
unknown
100103	100491	1368335	1367947	ec_ill_ec_contig16	contig_95	92.54		True
unknown
99985	100101	1368452	1368336	ec_ill_ec_contig16	contig_95	93.16		True
unknown
95649	97172	1372798	1371275	ec_ill_ec_contig16	contig_95	90.75		True
unknown
95119	95624	1373329	1372824	ec_ill_ec_contig16	contig_95	91.3		True
unknown
94885	95118	1373566	1373333	ec_ill_ec_contig16	contig_95	92.31		True
unknown
94571	94884	1373881	1373568	ec_ill_ec_contig16	contig_95	94.27		True
unknown
94488	94559	1373964	1373893	ec_ill_ec_contig16	contig_95	93.06		True
unknown
89548	89842	1378852	1378558	ec_ill_ec_contig16	contig_95	90.17		True
unknown
89190	89540	1379209	1378859	ec_ill_ec_contig16	contig_95	96.3		True
unknown
72078	72160	1396490	1396408	ec_ill_ec_contig16	contig_95	93.98		True
unknown
46236	46341	1417497	1417392	ec_ill_ec_contig16	contig_95	90.57		True
unknown
45008	46121	1419545	1418431	ec_ill_ec_contig16	contig_95	96.07		True
unknown
43063	43143	1421573	1421493	ec_ill_ec_contig16	contig_95	91.36		True
unknown
34518	34779	1439202	1438941	ec_ill_ec_contig16	contig_95	90.08		True
unknown
22542	23748	1450784	1449578	ec_ill_ec_contig16	contig_95	91.47		True
unknown
18241	18405	1456271	1456107	ec_ill_ec_contig16	contig_95	95.76		True
unknown
17421	18141	1457092	1456372	ec_ill_ec_contig16	contig_95	91.12		True
unknown
16342	16481	1458171	1458032	ec_ill_ec_contig16	contig_95	90.71		True
unknown
12146	13585	1462700	1461261	ec_ill_ec_contig16	contig_95	94.03		True
unknown
2	361	1472883	1472524	ec_ill_ec_contig16	contig_95	97.24		True
unknown
1876	4902	1475915	1472886	ec_ill_ec_contig65	contig_95	97.43		True
unknown
1	1463	1477696	1476234	ec_ill_ec_contig65	contig_95	97.27		True
unknown
1	452	1477642	1478090	ec_ill_ec_contig6	contig_95	97.12		True
unknown
35941	36019	1483307	1483229	ec_ill_ec_contig37	contig_95	96.2		True
unknown
16765	30647	1502493	1488614	ec_ill_ec_contig37	contig_95	97.44		True
unknown
1	125	1504155	1504031	ec_ill_ec_contig37	contig_95	98.4		True
unknown
1	1031	1505131	1504101	ec_ill_ec_contig83	contig_95	98.35		True
unknown
1	3597	1505077	1508673	ec_ill_ec_contig7	contig_95	94.83		True
unknown
6872	7994	1512205	1513327	ec_ill_ec_contig7	contig_95	90.04		True
unknown
11662	11747	1517120	1517205	ec_ill_ec_contig7	contig_95	90.7		True
unknown
14729	14869	1521163	1521303	ec_ill_ec_contig7	contig_95	92.2		True
unknown
14922	15327	1521361	1521766	ec_ill_ec_contig7	contig_95	92.86		True
unknown
20065	20138	1526472	1526545	ec_ill_ec_contig7	contig_95	91.89		True
unknown
22757	22954	1529172	1529369	ec_ill_ec_contig7	contig_95	93.94		True
unknown
46091	46227	1545732	1545868	ec_ill_ec_contig7	contig_95	95.62		True
unknown
47397	47969	1547044	1547616	ec_ill_ec_contig7	contig_95	91.27		True
unknown
47978	48078	1547627	1547727	ec_ill_ec_contig7	contig_95	97.03		True
unknown
55284	55394	1554963	1555073	ec_ill_ec_contig7	contig_95	90.09		True
unknown
55636	55712	1555315	1555391	ec_ill_ec_contig7	contig_95	90.91		True
unknown
58458	58738	1558134	1558414	ec_ill_ec_contig7	contig_95	90.39		True
unknown
65475	65583	1565181	1565289	ec_ill_ec_contig7	contig_95	91.74		True
unknown
66151	66221	1565857	1565927	ec_ill_ec_contig7	contig_95	90.14		True
unknown
66303	66508	1566007	1566212	ec_ill_ec_contig7	contig_95	93.69		True
unknown
86687	86908	1587140	1587361	ec_ill_ec_contig7	contig_95	90.54		True
unknown
7204	7307	1692721	1692824	ec_ill_ec_contig20	contig_95	91.35		True
unknown
16082	16209	1701444	1701571	ec_ill_ec_contig20	contig_95	92.97		True
unknown
38249	38432	1723956	1724139	ec_ill_ec_contig20	contig_95	91.3		True
unknown
51194	51505	1744958	1745269	ec_ill_ec_contig20	contig_95	90.06		True
unknown
52347	52721	1746119	1746497	ec_ill_ec_contig20	contig_95	93.4		True
unknown
53686	56400	1751487	1754201	ec_ill_ec_contig20	contig_95	90.47		True
unknown
8851	9247	1777417	1777813	ec_ill_ec_contig25	contig_95	90.18		True
unknown
18424	18633	1796344	1796553	ec_ill_ec_contig25	contig_95	90.48		True
unknown
19554	19639	1797397	1797482	ec_ill_ec_contig25	contig_95	90.7		True
unknown
26868	27096	1804770	1804998	ec_ill_ec_contig25	contig_95	91.7		True
unknown
42759	43279	1821860	1822380	ec_ill_ec_contig25	contig_95	97.7		True
unknown
43292	43413	1822394	1822515	ec_ill_ec_contig25	contig_95	95.9		True
unknown
45983	46273	1825087	1825377	ec_ill_ec_contig25	contig_95	92.78		True
unknown
52900	55574	1832880	1835554	ec_ill_ec_contig25	contig_95	90.77		True
unknown
61906	62014	1842522	1842630	ec_ill_ec_contig25	contig_95	90.83		True
unknown
67704	67845	1848358	1848498	ec_ill_ec_contig25	contig_95	98.59		True
unknown
88033	88245	1895769	1895557	ec_ill_ec_contig12	contig_95	94.37		True
unknown
74242	74363	1908891	1908770	ec_ill_ec_contig12	contig_95	90.16		True
unknown
67063	67399	1929989	1929653	ec_ill_ec_contig12	contig_95	93.47		True
unknown
66545	66613	1930507	1930439	ec_ill_ec_contig12	contig_95	91.3		True
unknown
62677	63311	1936726	1936092	ec_ill_ec_contig12	contig_95	93.23		True
unknown
61104	61775	1938299	1937628	ec_ill_ec_contig12	contig_95	91.82		True
unknown
57963	58180	1941585	1941368	ec_ill_ec_contig12	contig_95	94.5		True
unknown
56726	57424	1942876	1942178	ec_ill_ec_contig12	contig_95	95.85		True
unknown
56204	56724	1943397	1942877	ec_ill_ec_contig12	contig_95	90.21		True
unknown
54993	55434	1944609	1944168	ec_ill_ec_contig12	contig_95	94.8		True
unknown
33533	34310	1953949	1953172	ec_ill_ec_contig12	contig_95	91.77		True
unknown
33332	33527	1954150	1953955	ec_ill_ec_contig12	contig_95	91.84		True
unknown
31307	31475	1956079	1955911	ec_ill_ec_contig12	contig_95	91.72		True
unknown
28042	29867	1963455	1961630	ec_ill_ec_contig12	contig_95	92.66		True
unknown
27940	28012	1963567	1963495	ec_ill_ec_contig12	contig_95	90.41		True
unknown
18819	26176	1973597	1966243	ec_ill_ec_contig12	contig_95	93.11		True
unknown
15923	16061	1976530	1976392	ec_ill_ec_contig12	contig_95	90.65		True
unknown
10595	10669	1981858	1981784	ec_ill_ec_contig12	contig_95	90.67		True
unknown
154	264	1992488	1992378	ec_ill_ec_contig12	contig_95	93.69		True
unknown
66	134	1992576	1992508	ec_ill_ec_contig12	contig_95	92.75		True
unknown
1	65	1992642	1992578	ec_ill_ec_contig12	contig_95	100.0		True
unknown
1	1463	1992825	1994288	ec_ill_ec_contig65	contig_95	97.21		True
unknown
1876	4902	1994766	1997795	ec_ill_ec_contig65	contig_95	97.4		True
unknown
88077	88444	1998132	1997767	ec_ill_ec_contig23	contig_95	96.22		True
unknown
84802	84881	2001412	2001333	ec_ill_ec_contig23	contig_95	93.75		True
unknown
82644	82945	2003557	2003256	ec_ill_ec_contig23	contig_95	90.07		True
unknown
75677	77158	2011515	2010034	ec_ill_ec_contig23	contig_95	90.96		True
unknown
69032	69396	2017828	2017464	ec_ill_ec_contig23	contig_95	93.7		True
unknown
67437	68856	2019516	2018097	ec_ill_ec_contig23	contig_95	92.11		True
unknown
52529	52616	2034452	2034365	ec_ill_ec_contig23	contig_95	97.73		True
unknown
52424	52519	2034557	2034462	ec_ill_ec_contig23	contig_95	97.92		True
unknown
52272	52396	2034709	2034585	ec_ill_ec_contig23	contig_95	99.2		True
unknown
48544	48690	2035123	2034977	ec_ill_ec_contig23	contig_95	94.56		True
unknown
44312	44430	2039363	2039245	ec_ill_ec_contig23	contig_95	91.6		True
unknown
44102	44191	2039571	2039482	ec_ill_ec_contig23	contig_95	98.89		True
unknown
40266	40389	2044127	2044004	ec_ill_ec_contig23	contig_95	93.55		True
unknown
33804	33973	2049834	2049665	ec_ill_ec_contig23	contig_95	97.06		True
unknown
33734	33803	2049906	2049837	ec_ill_ec_contig23	contig_95	95.71		True
unknown
33629	33714	2050013	2049928	ec_ill_ec_contig23	contig_95	95.35		True
unknown
17817	17885	2067500	2067432	ec_ill_ec_contig23	contig_95	92.75		True
unknown
13037	13203	2072409	2072243	ec_ill_ec_contig23	contig_95	92.22		True
unknown
10237	10413	2075241	2075065	ec_ill_ec_contig23	contig_95	90.96		True
unknown
1	261	2087732	2087471	ec_ill_ec_contig12	contig_95	92.86		True
unknown
1	1463	2087915	2089378	ec_ill_ec_contig65	contig_95	97.21		True
unknown
1876	4902	2089697	2092726	ec_ill_ec_contig65	contig_95	97.43		True
unknown
88300	88444	2092840	2092698	ec_ill_ec_contig23	contig_95	97.24		True
unknown
9058	9241	2100422	2100605	ec_ill_ec_contig33	contig_95	90.22		True
unknown
10295	10427	2101611	2101743	ec_ill_ec_contig33	contig_95	93.23		True
unknown
10773	11040	2102090	2102357	ec_ill_ec_contig33	contig_95	90.3		True
unknown
11103	11233	2102426	2102556	ec_ill_ec_contig33	contig_95	90.08		True
unknown
11255	11407	2102578	2102730	ec_ill_ec_contig33	contig_95	96.08		True
unknown
12557	12660	2103880	2103983	ec_ill_ec_contig33	contig_95	93.27		True
unknown
17363	17451	2108537	2108625	ec_ill_ec_contig33	contig_95	95.51		True
unknown
17525	19451	2108699	2110625	ec_ill_ec_contig33	contig_95	91.23		True
unknown
40163	40420	2133487	2133744	ec_ill_ec_contig33	contig_95	90.31		True
unknown
40421	40487	2133747	2133813	ec_ill_ec_contig33	contig_95	97.01		True
unknown
40493	41225	2133819	2134551	ec_ill_ec_contig33	contig_95	91.81		True
unknown
43367	43598	2136693	2136924	ec_ill_ec_contig33	contig_95	92.24		True
unknown
44064	44639	2137390	2137965	ec_ill_ec_contig33	contig_95	90.45		True
unknown
45209	45275	2138536	2138602	ec_ill_ec_contig33	contig_95	91.04		True
unknown
6270	6972	2157025	2157727	ec_ill_ec_contig24	contig_95	90.61		True
unknown
27899	27996	2191654	2191751	ec_ill_ec_contig24	contig_95	91.84		True
unknown
28836	28973	2192639	2192776	ec_ill_ec_contig24	contig_95	95.65		True
unknown
30081	30173	2193887	2193979	ec_ill_ec_contig24	contig_95	90.32		True
unknown
33647	33872	2201072	2201297	ec_ill_ec_contig24	contig_95	94.25		True
unknown
33873	33989	2201299	2201415	ec_ill_ec_contig24	contig_95	96.58		True
unknown
47949	48028	2219087	2219166	ec_ill_ec_contig24	contig_95	92.5		True
unknown
69142	69285	2239981	2240124	ec_ill_ec_contig24	contig_95	90.97		True
unknown
70904	71170	2241743	2242009	ec_ill_ec_contig24	contig_95	92.51		True
unknown
1	256	2242973	2242717	ec_ill_ec_contig12	contig_95	92.72		True
unknown
1	1463	2243156	2244618	ec_ill_ec_contig65	contig_95	97.27		True
unknown
1876	4902	2245096	2248124	ec_ill_ec_contig65	contig_95	97.4		True
unknown
2	113	2248127	2248239	ec_ill_ec_contig16	contig_95	99.12		True
unknown
1	805	2252534	2251729	ec_ill_ec_contig66	contig_95	97.89		True
unknown
1	1031	2252480	2253510	ec_ill_ec_contig83	contig_95	98.45		True
unknown
18318	30843	2265984	2253456	ec_ill_ec_contig43	contig_95	93.43		True
unknown
11643	11717	2273847	2273773	ec_ill_ec_contig43	contig_95	94.67		True
unknown
11071	11281	2274556	2274346	ec_ill_ec_contig43	contig_95	90.05		True
unknown
10559	10683	2275066	2274942	ec_ill_ec_contig43	contig_95	90.4		True
unknown
212	1119	2285507	2284600	ec_ill_ec_contig43	contig_95	91.41		True
unknown
1	454	2286123	2285673	ec_ill_ec_contig6	contig_95	97.14		True
unknown
1	1463	2286069	2287532	ec_ill_ec_contig65	contig_95	97.21		True
unknown
1876	4902	2287851	2290880	ec_ill_ec_contig65	contig_95	97.4		True
unknown
228	524	2290864	2291161	ec_ill_ec_contig16	contig_95	94.97		True
unknown
35103	35567	2343069	2343533	ec_ill_ec_contig8	contig_95	90.11		True
unknown
84988	85082	2417323	2417417	ec_ill_ec_contig8	contig_95	90.53		True
unknown
85087	85199	2417422	2417534	ec_ill_ec_contig8	contig_95	90.27		True
unknown
85324	86128	2417659	2418463	ec_ill_ec_contig8	contig_95	92.05		True
unknown
389	484	2457647	2457742	ec_ill_ec_contig44	contig_95	100.0		True
unknown
8413	10515	2465729	2467831	ec_ill_ec_contig44	contig_95	92.4		True
unknown
29726	29974	2486149	2486397	ec_ill_ec_contig44	contig_95	90.76		True
unknown
101291	101423	2494428	2494296	ec_ill_ec_contig14	contig_95	90.98		True
unknown
99745	100071	2495971	2495645	ec_ill_ec_contig14	contig_95	92.05		True
unknown
94195	95747	2501657	2500105	ec_ill_ec_contig14	contig_95	97.36		True
unknown
91469	91541	2504383	2504311	ec_ill_ec_contig14	contig_95	91.78		True
unknown
91247	91465	2504602	2504384	ec_ill_ec_contig14	contig_95	90.87		True
unknown
76508	80389	2520177	2516296	ec_ill_ec_contig14	contig_95	90.0		True
unknown
73833	75342	2522995	2521486	ec_ill_ec_contig14	contig_95	96.69		True
unknown
59449	59552	2531495	2531392	ec_ill_ec_contig14	contig_95	96.15		True
unknown
56464	56606	2534380	2534238	ec_ill_ec_contig14	contig_95	90.21		True
unknown
53428	53715	2537496	2537209	ec_ill_ec_contig14	contig_95	91.67		True
unknown
52282	52466	2538665	2538481	ec_ill_ec_contig14	contig_95	90.81		True
unknown
49732	49802	2541082	2541012	ec_ill_ec_contig14	contig_95	90.14		True
unknown
45078	45447	2545736	2545367	ec_ill_ec_contig14	contig_95	92.7		True
unknown
44016	44616	2549250	2548652	ec_ill_ec_contig14	contig_95	91.51		True
unknown
37995	38078	2550540	2550457	ec_ill_ec_contig14	contig_95	90.48		True
unknown
37709	37990	2550826	2550545	ec_ill_ec_contig14	contig_95	91.13		True
unknown
35866	36228	2552620	2552258	ec_ill_ec_contig14	contig_95	91.18		True
unknown
35796	35864	2552689	2552621	ec_ill_ec_contig14	contig_95	100.0		True
unknown
23431	23554	2573266	2573143	ec_ill_ec_contig14	contig_95	90.32		True
unknown
22955	23197	2573622	2573380	ec_ill_ec_contig14	contig_95	90.12		True
unknown
21169	21323	2575410	2575256	ec_ill_ec_contig14	contig_95	92.26		True
unknown
9733	12906	2590687	2587513	ec_ill_ec_contig14	contig_95	90.42		True
unknown
7654	7843	2592676	2592487	ec_ill_ec_contig14	contig_95	94.21		True
unknown
15753	16517	2618631	2617867	ec_ill_ec_contig46	contig_95	91.24		True
unknown
68037	68381	2621237	2620893	ec_ill_ec_contig21	contig_95	91.88		True
unknown
251614	251778	2650046	2649882	ec_ill_ec_contig1	contig_95	92.73		True
unknown
235125	235487	2667028	2666666	ec_ill_ec_contig1	contig_95	91.46		True
unknown
49512	49583	2708944	2708873	ec_ill_ec_contig35	contig_95	90.28		True
unknown
48175	48347	2710288	2710116	ec_ill_ec_contig35	contig_95	90.17		True
unknown
47635	47700	2710828	2710763	ec_ill_ec_contig35	contig_95	96.97		True
unknown
44815	44893	2713672	2713594	ec_ill_ec_contig35	contig_95	96.2		True
unknown
35502	35921	2722847	2722428	ec_ill_ec_contig35	contig_95	90.0		True
unknown
28270	28355	2730086	2730001	ec_ill_ec_contig35	contig_95	93.02		True
unknown
23230	23309	2735045	2734966	ec_ill_ec_contig35	contig_95	96.25		True
unknown
16440	17489	2749391	2748342	ec_ill_ec_contig35	contig_95	93.62		True
unknown
15152	15225	2750679	2750606	ec_ill_ec_contig35	contig_95	100.0		True
unknown
4896	5229	2760381	2760050	ec_ill_ec_contig35	contig_95	91.64		True
unknown
3386	3451	2761876	2761811	ec_ill_ec_contig35	contig_95	93.94		True
unknown
3216	3360	2762045	2761901	ec_ill_ec_contig35	contig_95	93.79		True
unknown
2730	3208	2762531	2762053	ec_ill_ec_contig35	contig_95	90.61		True
unknown
1447	2725	2763814	2762536	ec_ill_ec_contig35	contig_95	91.95		True
unknown
1342	1440	2763919	2763821	ec_ill_ec_contig35	contig_95	92.93		True
unknown
20799	21478	2797594	2796918	ec_ill_ec_contig49	contig_95	91.62		True
unknown
19219	19927	2799176	2798468	ec_ill_ec_contig49	contig_95	91.26		True
unknown
16013	16168	2802436	2802281	ec_ill_ec_contig49	contig_95	93.59		True
unknown
8253	12684	2824723	2820291	ec_ill_ec_contig49	contig_95	90.06		True
unknown
170901	171109	2848770	2848562	ec_ill_ec_contig6	contig_95	92.34		True
unknown
169270	169691	2850402	2849981	ec_ill_ec_contig6	contig_95	91.47		True
unknown
166719	166815	2852959	2852863	ec_ill_ec_contig6	contig_95	90.72		True
unknown
149364	149433	2870137	2870068	ec_ill_ec_contig6	contig_95	97.14		True
unknown
129458	129525	2889485	2889418	ec_ill_ec_contig6	contig_95	91.18		True
unknown
118659	118762	2900349	2900246	ec_ill_ec_contig6	contig_95	94.23		True
unknown
116367	116436	2902639	2902570	ec_ill_ec_contig6	contig_95	90.0		True
unknown
98088	101941	2925491	2921638	ec_ill_ec_contig6	contig_95	90.22		True
unknown
97676	97837	2925594	2925433	ec_ill_ec_contig6	contig_95	90.74		True
unknown
94587	96017	2928560	2927130	ec_ill_ec_contig6	contig_95	92.25		True
unknown
74930	75102	2959154	2958982	ec_ill_ec_contig6	contig_95	91.91		True
unknown
46990	47355	2986976	2986611	ec_ill_ec_contig6	contig_95	90.71		True
unknown
42746	42948	2991277	2991075	ec_ill_ec_contig6	contig_95	90.15		True
unknown
41305	41460	2992716	2992561	ec_ill_ec_contig6	contig_95	93.59		True
unknown
34064	34160	3000645	3000549	ec_ill_ec_contig6	contig_95	98.97		True
unknown
33301	34047	3001410	3000664	ec_ill_ec_contig6	contig_95	95.98		True
unknown
33183	33299	3001527	3001411	ec_ill_ec_contig6	contig_95	93.16		True
unknown
33076	33157	3001634	3001553	ec_ill_ec_contig6	contig_95	95.12		True
unknown
32202	33075	3002509	3001636	ec_ill_ec_contig6	contig_95	91.53		True
unknown
25605	26022	3009135	3008718	ec_ill_ec_contig6	contig_95	93.54		True
unknown
23508	23720	3011217	3011005	ec_ill_ec_contig6	contig_95	91.08		True
unknown
23129	23226	3011597	3011500	ec_ill_ec_contig6	contig_95	90.82		True
unknown
21307	21893	3013419	3012833	ec_ill_ec_contig6	contig_95	90.29		True
unknown
14343	16117	3020370	3018596	ec_ill_ec_contig6	contig_95	90.31		True
unknown
393	543	3035302	3035152	ec_ill_ec_contig6	contig_95	92.72		True
unknown
231	391	3035463	3035303	ec_ill_ec_contig6	contig_95	97.52		True
unknown
1	226	3035693	3035468	ec_ill_ec_contig6	contig_95	98.23		True
unknown
1	1463	3035639	3037100	ec_ill_ec_contig65	contig_95	97.61		True
unknown
1876	4831	3037578	3040637	ec_ill_ec_contig65	contig_95	94.71		True
unknown
17185	17317	3040928	3040795	ec_ill_ec_contig52	contig_95	97.76		True
unknown
17053	17147	3041197	3041103	ec_ill_ec_contig52	contig_95	98.95		True
unknown
11819	12677	3047867	3047000	ec_ill_ec_contig52	contig_95	91.24		True
unknown
9060	9143	3050627	3050544	ec_ill_ec_contig52	contig_95	96.43		True
unknown
7525	8062	3142097	3141560	ec_ill_ec_contig9	contig_95	92.57		True
unknown
3996	4368	3142426	3142054	ec_ill_ec_contig50	contig_95	94.91		True
unknown
116268	116413	3218922	3219067	ec_ill_ec_contig5	contig_95	95.21		True
unknown
116847	116984	3219490	3219627	ec_ill_ec_contig5	contig_95	96.4		True
unknown
119674	119818	3222296	3222440	ec_ill_ec_contig5	contig_95	93.1		True
unknown
122977	123129	3225636	3225788	ec_ill_ec_contig5	contig_95	92.81		True
unknown
142528	142684	3245116	3245272	ec_ill_ec_contig5	contig_95	91.72		True
unknown
144668	144830	3247268	3247430	ec_ill_ec_contig5	contig_95	90.8		True
unknown
150361	150462	3253845	3253946	ec_ill_ec_contig5	contig_95	96.08		True
unknown
151590	153019	3255209	3256638	ec_ill_ec_contig5	contig_95	90.07		True
unknown
172296	173987	3287634	3289325	ec_ill_ec_contig5	contig_95	90.54		True
unknown
176339	177094	3291675	3292430	ec_ill_ec_contig5	contig_95	91.93		True
unknown
179768	179865	3295097	3295194	ec_ill_ec_contig5	contig_95	92.86		True
unknown
180494	181792	3295826	3297124	ec_ill_ec_contig5	contig_95	91.07		True
unknown
181933	182056	3297265	3297388	ec_ill_ec_contig5	contig_95	91.13		True
unknown
182057	182416	3297390	3297749	ec_ill_ec_contig5	contig_95	92.5		True
unknown
182734	184154	3298192	3299609	ec_ill_ec_contig5	contig_95	90.3		True
unknown
114	1826	3299701	3301413	ec_ill_ec_contig29	contig_95	91.65		True
unknown
2694	3000	3302281	3302587	ec_ill_ec_contig29	contig_95	92.51		True
unknown
3152	3334	3302838	3303020	ec_ill_ec_contig29	contig_95	96.17		True
unknown
5636	5702	3305334	3305400	ec_ill_ec_contig29	contig_95	100.0		True
unknown
15437	15516	3316316	3316395	ec_ill_ec_contig29	contig_95	91.25		True
unknown
17670	17838	3318596	3318764	ec_ill_ec_contig29	contig_95	98.82		True
unknown
38750	38817	3340412	3340479	ec_ill_ec_contig29	contig_95	91.18		True
unknown
52208	52348	3354071	3354211	ec_ill_ec_contig29	contig_95	92.2		True
unknown
52539	52646	3354399	3354506	ec_ill_ec_contig29	contig_95	93.52		True
unknown
19675	19758	3385064	3385147	ec_ill_ec_contig32	contig_95	97.62		True
unknown
19964	20129	3385352	3385517	ec_ill_ec_contig32	contig_95	92.17		True
unknown
26067	26455	3391300	3391688	ec_ill_ec_contig32	contig_95	90.49		True
unknown
27117	27239	3392350	3392472	ec_ill_ec_contig32	contig_95	90.24		True
unknown
118045	118169	3431194	3431070	ec_ill_ec_contig10	contig_95	90.4		True
unknown
89347	90118	3460093	3459322	ec_ill_ec_contig10	contig_95	91.97		True
unknown
89061	89229	3460376	3460208	ec_ill_ec_contig10	contig_95	91.12		True
unknown
71453	71754	3482114	3481808	ec_ill_ec_contig10	contig_95	95.11		True
unknown
70080	70147	3483484	3483417	ec_ill_ec_contig10	contig_95	97.06		True
unknown
66680	66747	3486908	3486841	ec_ill_ec_contig10	contig_95	94.12		True
unknown
66314	66603	3487273	3486984	ec_ill_ec_contig10	contig_95	90.0		True
unknown
64901	64982	3488686	3488605	ec_ill_ec_contig10	contig_95	92.68		True
unknown
42302	42406	3517704	3517600	ec_ill_ec_contig10	contig_95	90.48		True
unknown
38367	38815	3521581	3521133	ec_ill_ec_contig10	contig_95	93.1		True
unknown
36681	36780	3523347	3523248	ec_ill_ec_contig10	contig_95	90.0		True
unknown
