S1	E1	S2	E2	Reference	Contig	IDY	Ambiguous	Best_group
207389	310075	1	102683	ec_ill_ec_contig2	contig_97	99.99		True
45579	45786	915237	915444	ec_ill_ec_contig15	contig_96	100.0		True
unknown
45858	45935	915514	915591	ec_ill_ec_contig15	contig_96	91.03		True
unknown
46053	46271	915699	915917	ec_ill_ec_contig15	contig_96	94.98		True
unknown
46272	46452	915919	916099	ec_ill_ec_contig15	contig_96	93.92		True
unknown
49027	49139	918674	918786	ec_ill_ec_contig15	contig_96	96.46		True
unknown
49912	50893	919715	920696	ec_ill_ec_contig15	contig_96	91.55		True
unknown
71684	73664	938477	940457	ec_ill_ec_contig15	contig_96	90.31		True
unknown
1298	1608	1015968	1015658	ec_ill_ec_contig31	contig_96	90.35		True
unknown
796	896	1016472	1016372	ec_ill_ec_contig31	contig_96	92.08		True
unknown
99644	99961	1032249	1031932	ec_ill_ec_contig15	contig_96	90.57		True
unknown
93664	95357	1038247	1036554	ec_ill_ec_contig15	contig_96	90.64		True
unknown
19621	20960	1041218	1042557	ec_ill_ec_contig31	contig_96	93.96		True
unknown
27838	28179	1056445	1056786	ec_ill_ec_contig31	contig_96	90.35		True
unknown
31018	31102	1060657	1060741	ec_ill_ec_contig31	contig_96	90.59		True
unknown
41809	41924	1071497	1071612	ec_ill_ec_contig31	contig_96	90.52		True
unknown
42253	42511	1071941	1072199	ec_ill_ec_contig31	contig_96	90.35		True
unknown
55554	55739	1085315	1085500	ec_ill_ec_contig31	contig_96	93.01		True
unknown
55748	55874	1085501	1085627	ec_ill_ec_contig31	contig_96	94.49		True
unknown
55892	56136	1085641	1085885	ec_ill_ec_contig31	contig_96	90.2		True
unknown
105372	106355	1160568	1161551	ec_ill_ec_contig1	contig_96	92.48		True
unknown
106393	106638	1161589	1161834	ec_ill_ec_contig1	contig_96	91.06		True
unknown
106642	106890	1161838	1162086	ec_ill_ec_contig1	contig_96	91.57		True
unknown
108405	108815	1163645	1164055	ec_ill_ec_contig1	contig_96	90.51		True
unknown
114716	115256	1170057	1170597	ec_ill_ec_contig1	contig_96	90.94		True
unknown
115257	115411	1170599	1170753	ec_ill_ec_contig1	contig_96	98.71		True
unknown
129412	130515	1177992	1179096	ec_ill_ec_contig1	contig_96	93.03		True
unknown
130706	131910	1179177	1180381	ec_ill_ec_contig1	contig_96	91.54		True
unknown
140227	140904	1186046	1186723	ec_ill_ec_contig1	contig_96	90.12		True
unknown
140905	141053	1186725	1186873	ec_ill_ec_contig1	contig_96	95.3		True
unknown
145292	145372	1199438	1199518	ec_ill_ec_contig1	contig_96	95.06		True
unknown
148687	148796	1202899	1203008	ec_ill_ec_contig1	contig_96	94.55		True
unknown
152040	152141	1206363	1206464	ec_ill_ec_contig1	contig_96	97.06		True
unknown
154127	154373	1209131	1209377	ec_ill_ec_contig1	contig_96	90.28		True
unknown
160941	161578	1215778	1216415	ec_ill_ec_contig1	contig_96	90.13		True
unknown
161832	161998	1216669	1216835	ec_ill_ec_contig1	contig_96	91.02		True
unknown
163622	163712	1218507	1218597	ec_ill_ec_contig1	contig_96	92.31		True
unknown
169482	169576	1224275	1224369	ec_ill_ec_contig1	contig_96	98.95		True
unknown
283638	283990	1286408	1286760	ec_ill_ec_contig1	contig_96	99.43		True
unknown
284003	284079	1286775	1286851	ec_ill_ec_contig1	contig_96	92.21		True
unknown
286020	287883	1288870	1290732	ec_ill_ec_contig1	contig_96	90.75		True
unknown
288592	288667	1291486	1291561	ec_ill_ec_contig1	contig_96	100.0		True
unknown
343503	343978	1326569	1327038	ec_ill_ec_contig1	contig_96	96.02		True
unknown
368109	369004	1338849	1339744	ec_ill_ec_contig1	contig_96	91.63		True
unknown
381494	381573	1352520	1352599	ec_ill_ec_contig1	contig_96	90.0		True
unknown
382269	383360	1353295	1354386	ec_ill_ec_contig1	contig_96	92.12		True
unknown
383367	383637	1354393	1354663	ec_ill_ec_contig1	contig_96	97.05		True
unknown
383639	383709	1354664	1354734	ec_ill_ec_contig1	contig_96	97.18		True
unknown
383710	383986	1354736	1355012	ec_ill_ec_contig1	contig_96	96.03		True
unknown
383997	384593	1355023	1355619	ec_ill_ec_contig1	contig_96	94.47		True
unknown
384680	386085	1355707	1357112	ec_ill_ec_contig1	contig_96	91.25		True
unknown
386091	386811	1357118	1357838	ec_ill_ec_contig1	contig_96	90.85		True
unknown
386900	387024	1357921	1358045	ec_ill_ec_contig1	contig_96	93.6		True
unknown
387025	387333	1358047	1358355	ec_ill_ec_contig1	contig_96	93.53		True
unknown
387334	387454	1358357	1358477	ec_ill_ec_contig1	contig_96	90.08		True
unknown
388971	390170	1360052	1361251	ec_ill_ec_contig1	contig_96	92.83		True
unknown
390178	390843	1361259	1361924	ec_ill_ec_contig1	contig_96	91.89		True
unknown
391159	391485	1362243	1362569	ec_ill_ec_contig1	contig_96	93.58		True
unknown
391510	392687	1362597	1363774	ec_ill_ec_contig1	contig_96	90.58		True
unknown
393355	393766	1364457	1364868	ec_ill_ec_contig1	contig_96	91.99		True
unknown
393774	393896	1364877	1364999	ec_ill_ec_contig1	contig_96	94.31		True
unknown
104315	104431	1365083	1364967	ec_ill_ec_contig16	contig_96	100.0		True
unknown
104079	104151	1365317	1365245	ec_ill_ec_contig16	contig_96	91.78		True
unknown
100493	100595	1367006	1366904	ec_ill_ec_contig16	contig_96	98.06		True
unknown
100103	100491	1367395	1367007	ec_ill_ec_contig16	contig_96	92.54		True
unknown
99985	100101	1367512	1367396	ec_ill_ec_contig16	contig_96	93.16		True
unknown
95649	97172	1371858	1370335	ec_ill_ec_contig16	contig_96	90.75		True
unknown
95119	95624	1372389	1371884	ec_ill_ec_contig16	contig_96	91.3		True
unknown
94885	95118	1372626	1372393	ec_ill_ec_contig16	contig_96	92.31		True
unknown
94571	94884	1372941	1372628	ec_ill_ec_contig16	contig_96	94.27		True
unknown
94488	94559	1373024	1372953	ec_ill_ec_contig16	contig_96	93.06		True
unknown
89548	89842	1377912	1377618	ec_ill_ec_contig16	contig_96	90.17		True
unknown
89190	89540	1378269	1377919	ec_ill_ec_contig16	contig_96	96.3		True
unknown
72078	72160	1395550	1395468	ec_ill_ec_contig16	contig_96	93.98		True
unknown
46236	46341	1416556	1416451	ec_ill_ec_contig16	contig_96	90.57		True
unknown
45008	46121	1418603	1417490	ec_ill_ec_contig16	contig_96	96.15		True
unknown
43063	43143	1420631	1420551	ec_ill_ec_contig16	contig_96	91.36		True
unknown
34518	34779	1438260	1437999	ec_ill_ec_contig16	contig_96	90.08		True
unknown
22542	23748	1449841	1448635	ec_ill_ec_contig16	contig_96	91.47		True
unknown
18241	18405	1455327	1455163	ec_ill_ec_contig16	contig_96	95.76		True
unknown
17421	18141	1456147	1455427	ec_ill_ec_contig16	contig_96	91.12		True
unknown
16342	16481	1457226	1457087	ec_ill_ec_contig16	contig_96	90.71		True
unknown
12146	13585	1461755	1460316	ec_ill_ec_contig16	contig_96	94.03		True
unknown
2	361	1471938	1471579	ec_ill_ec_contig16	contig_96	97.24		True
unknown
1876	4902	1474970	1471941	ec_ill_ec_contig65	contig_96	97.43		True
unknown
1	1463	1476751	1475289	ec_ill_ec_contig65	contig_96	97.27		True
unknown
1	452	1476697	1477145	ec_ill_ec_contig6	contig_96	97.12		True
unknown
35941	36019	1482360	1482282	ec_ill_ec_contig37	contig_96	96.2		True
unknown
16765	30647	1501546	1487667	ec_ill_ec_contig37	contig_96	97.45		True
unknown
1	125	1503208	1503084	ec_ill_ec_contig37	contig_96	98.4		True
unknown
1	1031	1504184	1503154	ec_ill_ec_contig83	contig_96	98.35		True
unknown
1	3597	1504130	1507726	ec_ill_ec_contig7	contig_96	94.83		True
unknown
6872	7994	1511258	1512380	ec_ill_ec_contig7	contig_96	90.04		True
unknown
11662	11747	1516173	1516258	ec_ill_ec_contig7	contig_96	90.7		True
unknown
14729	14869	1520216	1520356	ec_ill_ec_contig7	contig_96	92.2		True
unknown
14922	15327	1520414	1520819	ec_ill_ec_contig7	contig_96	92.86		True
unknown
20065	20138	1525524	1525597	ec_ill_ec_contig7	contig_96	91.89		True
unknown
22757	22954	1528225	1528422	ec_ill_ec_contig7	contig_96	93.94		True
unknown
46091	46227	1544784	1544920	ec_ill_ec_contig7	contig_96	95.62		True
unknown
47397	47969	1546096	1546668	ec_ill_ec_contig7	contig_96	91.27		True
unknown
47978	48078	1546679	1546779	ec_ill_ec_contig7	contig_96	97.03		True
unknown
55284	55394	1554016	1554126	ec_ill_ec_contig7	contig_96	90.09		True
unknown
55636	55712	1554368	1554444	ec_ill_ec_contig7	contig_96	90.91		True
unknown
58458	58738	1557187	1557467	ec_ill_ec_contig7	contig_96	90.39		True
unknown
65475	65583	1564233	1564341	ec_ill_ec_contig7	contig_96	91.74		True
unknown
66151	66221	1564909	1564979	ec_ill_ec_contig7	contig_96	90.14		True
unknown
66303	66508	1565059	1565264	ec_ill_ec_contig7	contig_96	93.69		True
unknown
86687	86908	1586192	1586413	ec_ill_ec_contig7	contig_96	90.54		True
unknown
7204	7307	1691774	1691877	ec_ill_ec_contig20	contig_96	91.35		True
unknown
16082	16209	1700496	1700623	ec_ill_ec_contig20	contig_96	92.97		True
unknown
38249	38432	1723007	1723190	ec_ill_ec_contig20	contig_96	91.3		True
unknown
51194	51505	1744008	1744319	ec_ill_ec_contig20	contig_96	90.06		True
unknown
52347	52721	1745169	1745547	ec_ill_ec_contig20	contig_96	93.4		True
unknown
53686	56400	1750535	1753249	ec_ill_ec_contig20	contig_96	90.47		True
unknown
8851	9247	1776464	1776860	ec_ill_ec_contig25	contig_96	90.18		True
unknown
18422	18633	1795393	1795604	ec_ill_ec_contig25	contig_96	90.09		True
unknown
19547	19639	1796442	1796534	ec_ill_ec_contig25	contig_96	91.4		True
unknown
26868	27096	1803824	1804052	ec_ill_ec_contig25	contig_96	91.7		True
unknown
42759	43279	1820914	1821434	ec_ill_ec_contig25	contig_96	97.7		True
unknown
43292	43413	1821448	1821569	ec_ill_ec_contig25	contig_96	95.9		True
unknown
45983	46273	1824141	1824431	ec_ill_ec_contig25	contig_96	92.78		True
unknown
52900	55574	1831934	1834608	ec_ill_ec_contig25	contig_96	90.77		True
unknown
61906	62014	1841577	1841685	ec_ill_ec_contig25	contig_96	90.83		True
unknown
67704	67845	1847413	1847553	ec_ill_ec_contig25	contig_96	98.59		True
unknown
88033	88245	1894821	1894609	ec_ill_ec_contig12	contig_96	94.37		True
unknown
74242	74363	1907944	1907823	ec_ill_ec_contig12	contig_96	90.16		True
unknown
67063	67399	1929042	1928706	ec_ill_ec_contig12	contig_96	93.47		True
unknown
66545	66613	1929560	1929492	ec_ill_ec_contig12	contig_96	91.3		True
unknown
62677	63311	1935779	1935145	ec_ill_ec_contig12	contig_96	93.23		True
unknown
61104	61775	1937352	1936681	ec_ill_ec_contig12	contig_96	91.82		True
unknown
57963	58180	1940638	1940421	ec_ill_ec_contig12	contig_96	94.5		True
unknown
56204	57424	1942451	1941231	ec_ill_ec_contig12	contig_96	93.53		True
unknown
54993	55434	1943663	1943222	ec_ill_ec_contig12	contig_96	94.8		True
unknown
33533	34310	1953003	1952226	ec_ill_ec_contig12	contig_96	91.77		True
unknown
33332	33527	1953204	1953009	ec_ill_ec_contig12	contig_96	91.84		True
unknown
31307	31475	1955133	1954965	ec_ill_ec_contig12	contig_96	91.72		True
unknown
28042	29867	1962509	1960684	ec_ill_ec_contig12	contig_96	92.66		True
unknown
27940	28012	1962621	1962549	ec_ill_ec_contig12	contig_96	90.41		True
unknown
18819	26176	1972651	1965297	ec_ill_ec_contig12	contig_96	93.11		True
unknown
10595	10669	1980911	1980837	ec_ill_ec_contig12	contig_96	90.67		True
unknown
154	264	1991541	1991431	ec_ill_ec_contig12	contig_96	93.69		True
unknown
66	134	1991629	1991561	ec_ill_ec_contig12	contig_96	92.75		True
unknown
1	65	1991695	1991631	ec_ill_ec_contig12	contig_96	100.0		True
unknown
1	1463	1991878	1993340	ec_ill_ec_contig65	contig_96	97.27		True
unknown
1876	4902	1993818	1996811	ec_ill_ec_contig65	contig_96	95.79		True
unknown
88077	88444	1997148	1996783	ec_ill_ec_contig23	contig_96	96.22		True
unknown
84802	84881	2000428	2000349	ec_ill_ec_contig23	contig_96	93.75		True
unknown
75677	77158	2010530	2009049	ec_ill_ec_contig23	contig_96	90.96		True
unknown
69032	69396	2016842	2016478	ec_ill_ec_contig23	contig_96	93.7		True
unknown
67437	68856	2018530	2017111	ec_ill_ec_contig23	contig_96	92.11		True
unknown
52529	52616	2033466	2033379	ec_ill_ec_contig23	contig_96	97.73		True
unknown
52424	52519	2033571	2033476	ec_ill_ec_contig23	contig_96	97.92		True
unknown
52272	52396	2033723	2033599	ec_ill_ec_contig23	contig_96	99.2		True
unknown
48544	48690	2034137	2033991	ec_ill_ec_contig23	contig_96	94.56		True
unknown
44312	44430	2038377	2038259	ec_ill_ec_contig23	contig_96	91.6		True
unknown
44102	44191	2038585	2038496	ec_ill_ec_contig23	contig_96	98.89		True
unknown
40266	40389	2043141	2043018	ec_ill_ec_contig23	contig_96	93.55		True
unknown
33804	33973	2048848	2048679	ec_ill_ec_contig23	contig_96	97.06		True
unknown
33734	33803	2048920	2048851	ec_ill_ec_contig23	contig_96	95.71		True
unknown
33629	33714	2049027	2048942	ec_ill_ec_contig23	contig_96	95.35		True
unknown
17817	17885	2066516	2066448	ec_ill_ec_contig23	contig_96	92.75		True
unknown
13037	13203	2071426	2071260	ec_ill_ec_contig23	contig_96	92.22		True
unknown
10237	10413	2074258	2074082	ec_ill_ec_contig23	contig_96	90.96		True
unknown
1	261	2086749	2086488	ec_ill_ec_contig12	contig_96	92.86		True
unknown
1	1463	2086932	2088395	ec_ill_ec_contig65	contig_96	97.21		True
unknown
1876	4902	2088714	2091744	ec_ill_ec_contig65	contig_96	97.4		True
unknown
228	524	2091728	2092024	ec_ill_ec_contig16	contig_96	95.29		True
unknown
9058	9241	2099440	2099623	ec_ill_ec_contig33	contig_96	90.22		True
unknown
10295	10427	2100629	2100761	ec_ill_ec_contig33	contig_96	93.23		True
unknown
10773	11040	2101108	2101375	ec_ill_ec_contig33	contig_96	90.3		True
unknown
11103	11233	2101444	2101574	ec_ill_ec_contig33	contig_96	90.08		True
unknown
11255	11407	2101596	2101748	ec_ill_ec_contig33	contig_96	96.08		True
unknown
12557	12660	2102898	2103001	ec_ill_ec_contig33	contig_96	93.27		True
unknown
17363	17451	2107555	2107643	ec_ill_ec_contig33	contig_96	95.51		True
unknown
17525	19451	2107717	2109643	ec_ill_ec_contig33	contig_96	91.23		True
unknown
40163	40420	2132504	2132761	ec_ill_ec_contig33	contig_96	90.31		True
unknown
40421	40487	2132764	2132830	ec_ill_ec_contig33	contig_96	97.01		True
unknown
40493	41225	2132836	2133568	ec_ill_ec_contig33	contig_96	91.81		True
unknown
43367	43598	2135710	2135941	ec_ill_ec_contig33	contig_96	92.24		True
unknown
44064	44639	2136407	2136982	ec_ill_ec_contig33	contig_96	90.45		True
unknown
45209	45275	2137553	2137619	ec_ill_ec_contig33	contig_96	91.04		True
unknown
6270	6972	2156042	2156744	ec_ill_ec_contig24	contig_96	90.9		True
unknown
27899	27996	2190671	2190768	ec_ill_ec_contig24	contig_96	91.84		True
unknown
28836	28973	2191656	2191793	ec_ill_ec_contig24	contig_96	95.65		True
unknown
30081	30173	2192904	2192996	ec_ill_ec_contig24	contig_96	90.32		True
unknown
33647	33989	2200087	2200429	ec_ill_ec_contig24	contig_96	95.04		True
unknown
47949	48028	2218099	2218178	ec_ill_ec_contig24	contig_96	92.5		True
unknown
69142	69285	2238983	2239126	ec_ill_ec_contig24	contig_96	90.97		True
unknown
70904	71170	2240745	2241011	ec_ill_ec_contig24	contig_96	92.51		True
unknown
1	256	2241975	2241719	ec_ill_ec_contig12	contig_96	92.72		True
unknown
1	1463	2242158	2243620	ec_ill_ec_contig65	contig_96	97.27		True
unknown
1876	4902	2244098	2247127	ec_ill_ec_contig65	contig_96	97.43		True
unknown
1	805	2251536	2250731	ec_ill_ec_contig66	contig_96	97.89		True
unknown
1	1031	2251482	2252512	ec_ill_ec_contig83	contig_96	98.45		True
unknown
18318	30843	2264987	2252458	ec_ill_ec_contig43	contig_96	93.43		True
unknown
11643	11717	2272850	2272776	ec_ill_ec_contig43	contig_96	94.67		True
unknown
11071	11281	2273559	2273349	ec_ill_ec_contig43	contig_96	90.05		True
unknown
10559	10683	2274069	2273945	ec_ill_ec_contig43	contig_96	90.4		True
unknown
212	1119	2284509	2283602	ec_ill_ec_contig43	contig_96	91.41		True
unknown
1	454	2285125	2284675	ec_ill_ec_contig6	contig_96	97.14		True
unknown
1	1463	2285071	2286534	ec_ill_ec_contig65	contig_96	97.21		True
unknown
1876	4902	2286853	2289882	ec_ill_ec_contig65	contig_96	97.4		True
unknown
88300	88444	2289996	2289854	ec_ill_ec_contig23	contig_96	97.24		True
unknown
35103	35567	2342064	2342528	ec_ill_ec_contig8	contig_96	90.11		True
unknown
84988	85082	2416315	2416409	ec_ill_ec_contig8	contig_96	90.53		True
unknown
85087	85199	2416414	2416526	ec_ill_ec_contig8	contig_96	90.27		True
unknown
85324	86128	2416651	2417455	ec_ill_ec_contig8	contig_96	92.05		True
unknown
389	484	2456635	2456730	ec_ill_ec_contig44	contig_96	100.0		True
unknown
8413	10515	2464717	2466819	ec_ill_ec_contig44	contig_96	92.4		True
unknown
29726	29974	2485136	2485384	ec_ill_ec_contig44	contig_96	90.76		True
unknown
101291	101423	2493415	2493283	ec_ill_ec_contig14	contig_96	90.98		True
unknown
99745	100071	2494958	2494632	ec_ill_ec_contig14	contig_96	92.05		True
unknown
95769	95863	2499056	2498962	ec_ill_ec_contig14	contig_96	92.63		True
unknown
94195	95747	2500629	2499077	ec_ill_ec_contig14	contig_96	97.36		True
unknown
91469	91541	2503356	2503284	ec_ill_ec_contig14	contig_96	91.78		True
unknown
91247	91465	2503575	2503357	ec_ill_ec_contig14	contig_96	90.87		True
unknown
77290	79589	2518368	2516069	ec_ill_ec_contig14	contig_96	91.48		True
unknown
73833	75342	2521968	2520459	ec_ill_ec_contig14	contig_96	96.69		True
unknown
59449	59552	2530468	2530365	ec_ill_ec_contig14	contig_96	96.15		True
unknown
56464	56606	2533353	2533211	ec_ill_ec_contig14	contig_96	90.21		True
unknown
53428	53715	2536469	2536182	ec_ill_ec_contig14	contig_96	91.67		True
unknown
52282	52466	2537638	2537454	ec_ill_ec_contig14	contig_96	90.81		True
unknown
49732	49802	2540054	2539984	ec_ill_ec_contig14	contig_96	90.14		True
unknown
45078	45447	2544708	2544339	ec_ill_ec_contig14	contig_96	92.7		True
unknown
44016	44616	2548222	2547624	ec_ill_ec_contig14	contig_96	91.51		True
unknown
37995	38078	2549512	2549429	ec_ill_ec_contig14	contig_96	90.48		True
unknown
37709	37990	2549798	2549517	ec_ill_ec_contig14	contig_96	91.13		True
unknown
35866	36228	2551592	2551230	ec_ill_ec_contig14	contig_96	91.18		True
unknown
35796	35864	2551661	2551593	ec_ill_ec_contig14	contig_96	100.0		True
unknown
23431	23554	2572234	2572111	ec_ill_ec_contig14	contig_96	90.32		True
unknown
22955	23197	2572590	2572348	ec_ill_ec_contig14	contig_96	90.12		True
unknown
21169	21323	2574378	2574224	ec_ill_ec_contig14	contig_96	92.26		True
unknown
9733	12906	2589654	2586480	ec_ill_ec_contig14	contig_96	90.42		True
unknown
7654	7843	2591643	2591454	ec_ill_ec_contig14	contig_96	94.21		True
unknown
15753	16517	2617595	2616831	ec_ill_ec_contig46	contig_96	91.24		True
unknown
68037	68381	2620201	2619857	ec_ill_ec_contig21	contig_96	91.88		True
unknown
251614	251778	2649013	2648849	ec_ill_ec_contig1	contig_96	92.73		True
unknown
235125	235487	2665996	2665634	ec_ill_ec_contig1	contig_96	91.46		True
unknown
49512	49583	2707909	2707838	ec_ill_ec_contig35	contig_96	90.28		True
unknown
48175	48347	2709253	2709081	ec_ill_ec_contig35	contig_96	90.17		True
unknown
47635	47700	2709793	2709728	ec_ill_ec_contig35	contig_96	96.97		True
unknown
44815	44893	2712637	2712559	ec_ill_ec_contig35	contig_96	96.2		True
unknown
35502	35921	2721812	2721393	ec_ill_ec_contig35	contig_96	90.0		True
unknown
28270	28355	2729052	2728967	ec_ill_ec_contig35	contig_96	93.02		True
unknown
23230	23309	2734010	2733931	ec_ill_ec_contig35	contig_96	96.25		True
unknown
16440	17489	2748356	2747307	ec_ill_ec_contig35	contig_96	93.62		True
unknown
15152	15225	2749644	2749571	ec_ill_ec_contig35	contig_96	100.0		True
unknown
4896	5229	2759346	2759015	ec_ill_ec_contig35	contig_96	91.64		True
unknown
3386	3451	2760841	2760776	ec_ill_ec_contig35	contig_96	93.94		True
unknown
3216	3360	2761010	2760866	ec_ill_ec_contig35	contig_96	93.79		True
unknown
2730	3208	2761496	2761018	ec_ill_ec_contig35	contig_96	90.61		True
unknown
1447	2725	2762779	2761501	ec_ill_ec_contig35	contig_96	91.95		True
unknown
1342	1440	2762884	2762786	ec_ill_ec_contig35	contig_96	92.93		True
unknown
20799	21478	2796559	2795883	ec_ill_ec_contig49	contig_96	91.62		True
unknown
19219	19927	2798141	2797433	ec_ill_ec_contig49	contig_96	91.26		True
unknown
16013	16168	2801401	2801246	ec_ill_ec_contig49	contig_96	93.59		True
unknown
8253	12684	2823689	2819257	ec_ill_ec_contig49	contig_96	90.06		True
unknown
170901	171109	2847736	2847528	ec_ill_ec_contig6	contig_96	92.34		True
unknown
169270	169691	2849367	2848946	ec_ill_ec_contig6	contig_96	91.47		True
unknown
166719	166815	2851924	2851828	ec_ill_ec_contig6	contig_96	90.72		True
unknown
149364	149433	2869102	2869033	ec_ill_ec_contig6	contig_96	97.14		True
unknown
129458	129525	2888450	2888383	ec_ill_ec_contig6	contig_96	91.18		True
unknown
118659	118762	2899314	2899211	ec_ill_ec_contig6	contig_96	94.23		True
unknown
116367	116436	2901604	2901535	ec_ill_ec_contig6	contig_96	90.0		True
unknown
98088	101941	2924456	2920603	ec_ill_ec_contig6	contig_96	90.22		True
unknown
97676	97837	2924559	2924398	ec_ill_ec_contig6	contig_96	90.74		True
unknown
94587	96017	2927525	2926095	ec_ill_ec_contig6	contig_96	92.25		True
unknown
74930	75102	2958118	2957946	ec_ill_ec_contig6	contig_96	91.91		True
unknown
46990	47355	2985940	2985575	ec_ill_ec_contig6	contig_96	90.71		True
unknown
42746	42948	2990241	2990039	ec_ill_ec_contig6	contig_96	90.15		True
unknown
41305	41460	2991680	2991525	ec_ill_ec_contig6	contig_96	93.59		True
unknown
34064	34160	2999609	2999513	ec_ill_ec_contig6	contig_96	98.97		True
unknown
33301	34047	3000374	2999628	ec_ill_ec_contig6	contig_96	95.98		True
unknown
33183	33299	3000491	3000375	ec_ill_ec_contig6	contig_96	93.16		True
unknown
33076	33157	3000598	3000517	ec_ill_ec_contig6	contig_96	95.12		True
unknown
32202	33075	3001473	3000600	ec_ill_ec_contig6	contig_96	91.53		True
unknown
25605	26022	3008099	3007682	ec_ill_ec_contig6	contig_96	93.54		True
unknown
23508	23720	3010181	3009969	ec_ill_ec_contig6	contig_96	91.08		True
unknown
21307	21893	3012384	3011798	ec_ill_ec_contig6	contig_96	90.29		True
unknown
14343	16117	3019335	3017561	ec_ill_ec_contig6	contig_96	90.31		True
unknown
393	543	3034266	3034116	ec_ill_ec_contig6	contig_96	92.72		True
unknown
231	391	3034427	3034267	ec_ill_ec_contig6	contig_96	97.52		True
unknown
1	226	3034657	3034432	ec_ill_ec_contig6	contig_96	98.23		True
unknown
1	1463	3034603	3036065	ec_ill_ec_contig65	contig_96	97.61		True
unknown
1876	4831	3036543	3039602	ec_ill_ec_contig65	contig_96	94.71		True
unknown
17185	17317	3039892	3039760	ec_ill_ec_contig52	contig_96	98.5		True
unknown
17053	17147	3040161	3040067	ec_ill_ec_contig52	contig_96	98.95		True
unknown
11819	12677	3046830	3045963	ec_ill_ec_contig52	contig_96	91.24		True
unknown
9060	9143	3049590	3049507	ec_ill_ec_contig52	contig_96	96.43		True
unknown
7525	8062	3141046	3140509	ec_ill_ec_contig9	contig_96	92.57		True
unknown
3996	4368	3141375	3141003	ec_ill_ec_contig50	contig_96	94.91		True
unknown
116268	116413	3217865	3218010	ec_ill_ec_contig5	contig_96	95.21		True
unknown
116847	116984	3218433	3218570	ec_ill_ec_contig5	contig_96	96.4		True
unknown
119674	119818	3221238	3221382	ec_ill_ec_contig5	contig_96	93.1		True
unknown
122977	123129	3224578	3224730	ec_ill_ec_contig5	contig_96	92.81		True
unknown
142528	142684	3244061	3244217	ec_ill_ec_contig5	contig_96	91.72		True
unknown
144668	144830	3246213	3246375	ec_ill_ec_contig5	contig_96	90.8		True
unknown
150361	150462	3252790	3252891	ec_ill_ec_contig5	contig_96	96.08		True
unknown
151590	153019	3254154	3255583	ec_ill_ec_contig5	contig_96	90.07		True
unknown
172296	173987	3286579	3288270	ec_ill_ec_contig5	contig_96	90.54		True
unknown
176339	177094	3290620	3291375	ec_ill_ec_contig5	contig_96	91.93		True
unknown
179768	179865	3294042	3294139	ec_ill_ec_contig5	contig_96	92.86		True
unknown
180494	181792	3294771	3296069	ec_ill_ec_contig5	contig_96	91.07		True
unknown
181933	182056	3296210	3296333	ec_ill_ec_contig5	contig_96	91.13		True
unknown
182057	182416	3296335	3296694	ec_ill_ec_contig5	contig_96	92.5		True
unknown
182734	184154	3297137	3298554	ec_ill_ec_contig5	contig_96	90.3		True
unknown
114	1826	3298646	3300358	ec_ill_ec_contig29	contig_96	91.65		True
unknown
2694	3000	3301226	3301532	ec_ill_ec_contig29	contig_96	92.51		True
unknown
3152	3334	3301783	3301965	ec_ill_ec_contig29	contig_96	96.17		True
unknown
5636	5702	3304279	3304345	ec_ill_ec_contig29	contig_96	100.0		True
unknown
15437	15516	3315262	3315341	ec_ill_ec_contig29	contig_96	91.25		True
unknown
17670	17838	3317542	3317710	ec_ill_ec_contig29	contig_96	98.82		True
unknown
38750	38817	3339358	3339425	ec_ill_ec_contig29	contig_96	91.18		True
unknown
52208	52348	3353019	3353159	ec_ill_ec_contig29	contig_96	92.2		True
unknown
52539	52646	3353347	3353454	ec_ill_ec_contig29	contig_96	93.52		True
unknown
19675	19758	3384011	3384094	ec_ill_ec_contig32	contig_96	97.62		True
unknown
19964	20129	3384299	3384464	ec_ill_ec_contig32	contig_96	92.17		True
unknown
26067	26455	3390247	3390635	ec_ill_ec_contig32	contig_96	90.49		True
unknown
27117	27239	3391297	3391419	ec_ill_ec_contig32	contig_96	90.24		True
unknown
118045	118169	3430139	3430015	ec_ill_ec_contig10	contig_96	90.4		True
unknown
89347	90118	3459035	3458264	ec_ill_ec_contig10	contig_96	91.97		True
unknown
89061	89229	3459318	3459150	ec_ill_ec_contig10	contig_96	91.12		True
unknown
71453	71754	3481054	3480748	ec_ill_ec_contig10	contig_96	95.11		True
unknown
70080	70147	3482425	3482358	ec_ill_ec_contig10	contig_96	97.06		True
unknown
66680	66747	3485849	3485782	ec_ill_ec_contig10	contig_96	94.12		True
unknown
66314	66603	3486214	3485925	ec_ill_ec_contig10	contig_96	90.0		True
unknown
64901	64982	3487627	3487546	ec_ill_ec_contig10	contig_96	92.68		True
unknown
42302	42406	3516645	3516541	ec_ill_ec_contig10	contig_96	90.48		True
unknown
38367	38815	3520522	3520074	ec_ill_ec_contig10	contig_96	93.1		True
unknown
36681	36780	3522288	3522189	ec_ill_ec_contig10	contig_96	90.0		True
unknown
35013	35097	3524006	3523922	ec_ill_ec_contig10	contig_96	96.47		True
unknown
33351	33791	3525650	3525205	ec_ill_ec_contig10	contig_96	90.75		True
unknown
32505	33234	3526211	3525483	ec_ill_ec_contig10	contig_96	95.52		True
unknown
29451	29545	3529002	3528908	ec_ill_ec_contig10	contig_96	90.53		True
unknown
